[APPLICATION_METADATA_BEGIN]
CaptureSoftwareApp,RXCaptureApp
CaptureSoftwareVersion,21.9.5.0
CaptureAppSport,RX_ALLSPORTS
[APPLICATION_METADATA_END]
[DEVICE_METADATA_BEGIN]
[[METADATA_BEGIN]
Owner,<Paddle Aust>
PurchaseDate,<20230112-1>
WEB,AMRSport.com
DeviceName,Hornet-2011
BuildDate,<20110101>
FirmwareVersion,190902
WheelCircumferenceMeters,0.100
EncoderPulsesPerRev,10
TimeStampEvent_EveryNEncoderPulses,2
ClockHz,1000000
CalibrationScale,0.998
[METADATA_END]
[DEVICE_METADATA_END]
[TRIAL_META_DATA_BEGIN]
Athlete,Davidson,Codie,CSLX Test
TrialDistance,100
AutoStopDistance,100
TrialFilename,20251029_085638_Davidson_Codie_pirhanaSelfSR
ZeroOffsetIdx,1
[TRIAL_META_DATA_END]
[TRIAL_DATA_BEGIN]
TimeStampEvent,Ticks,Seconds
576,11381,0.011381,[0]
577,11157,0.011157,[1]
578,10803,0.010803,[0]
579,10801,0.010801,[1]
580,10844,0.010844,[0]
581,10884,0.010884,[1]
582,11519,0.011519,[0]
583,11753,0.011753,[1]
584,11731,0.011731,[0]
585,11407,0.011407,[1]
586,11282,0.011282,[0]
587,11514,0.011514,[1]
588,11016,0.011016,[0]
589,10731,0.010731,[1]
590,10899,0.010899,[0]
591,10810,0.01081,[1]
592,10505,0.010505,[0]
593,10272,0.010272,[1]
594,10141,0.010141,[0]
595,10189,0.010189,[1]
596,9969,0.009969,[0]
597,10167,0.010167,[1]
598,9965,0.009965,[0]
599,9707,0.009707,[1]
600,9583,0.009583,[0]
601,9508,0.009508,[1]
602,9492,0.009492,[0]
603,9335,0.009335,[1]
604,9257,0.009257,[0]
605,9268,0.009268,[1]
606,9273,0.009273,[0]
607,9314,0.009314,[1]
608,9035,0.009035,[0]
609,8990,0.00899,[1]
610,8823,0.008823,[0]
611,8959,0.008959,[1]
612,8936,0.008936,[0]
613,8810,0.00881,[1]
614,8642,0.008642,[0]
615,8658,0.008658,[1]
616,8563,0.008563,[0]
617,8574,0.008574,[1]
618,8410,0.00841,[0]
619,8461,0.008461,[1]
620,8589,0.008589,[0]
621,8461,0.008461,[1]
622,8845,0.008845,[0]
623,8879,0.008879,[1]
624,9036,0.009036,[0]
625,9436,0.009436,[1]
626,9641,0.009641,[0]
627,9545,0.009545,[1]
628,9178,0.009178,[0]
629,8986,0.008986,[1]
630,8813,0.008813,[0]
631,8480,0.00848,[1]
632,8495,0.008495,[0]
633,8583,0.008583,[1]
634,8838,0.008838,[0]
635,9200,0.0092,[1]
636,9300,0.0093,[0]
637,10066,0.010066,[1]
638,10357,0.010357,[0]
639,10676,0.010676,[1]
640,10774,0.010774,[0]
641,11084,0.011084,[1]
642,11127,0.011127,[0]
